Name,Rating,Review,Description,Price_Range,Category,Location
여의주점,5.0,(3),맛있는 안주와 다양한 술 다양한 하이볼,점심 영업안함 · 저녁 2 - 3만원,요리주점,연남
돈파스팔레,4.3,(1),그릇 모양의 돈가스 속에 담긴 파스타가 있는 이색적인 맛집,점심 저녁 동일가 1 - 3만원,파스타,연남
최원석의돼지한판&서해쭈꾸미 시립대점,5.0,(2),트리플 에이징 숙성 돼지고기와 쭈꾸미의 맛있는 만남,점심 저녁 동일가 1 - 10만원,"육류,고기요리",청량리
최원석의 돼지한판&서해쭈꾸미 광장점,4.5,(8),트리플 에이징 숙성 돼지고기와 쭈꾸미의 맛있는 만남,점심 저녁 동일가 1 - 10만원,"육류,고기요리",구의
화로상회 서울대점,4.8,(6),참숯화로 직화구이 무한리필 고깃집,점심 저녁 동일가 1.75 만원,돼지고기구이,신림
플럼피 브런치,0.0,0,소박하고 정성 가득한 팬케익과 브런치를 판매하는 식당,점심 저녁 동일가 1 - 2만원,브런치,혜화
범상 스프커리 합정점,5.0,(2),6가지 향신료와 4가지 카레로 18시간 정성껏 끓여낸 '스프카레',점심 저녁 동일가 1 - 2만원,일식,합정
반티엔야오 카오위 강남점,4.0,(3),알싸한 맛이 매력적인 증국식 생선찜,점심 저녁 동일가 2 - 3만원,중식,강남
한양역,0.0,0,6가지 야채와 껍데기 삼겹살 목살이 모두 조리되어 편하고 깔끔하게 즐길 수 있는 곳,점심 저녁 동일가 1 - 3만원,돼지고기구이,홍대
현명식탁,0.0,0,신촌에 있는 기분 좋은 레스토랑 현명식탁,점심 저녁 동일가 1 - 5만원,이탈리아음식,신촌
천사곱창 홍대2호점,0.0,0,마약치즈가루와 소곱창의 만남,점심 저녁 동일가 1 - 3만원,"곱창,막창",합정
베리키친,4.7,(53),세계 각국의 음식들을 다양한 술과 함께 즐기는 캐주얼 다이닝,점심 저녁 동일가 1 - 2만원,퓨전음식,서울역
막썰이회30000,0.0,0,회식장소로 좋은 삼성동 직장인 핫플 횟집,점심 저녁 동일가 1 - 3만원,"회,사시미",삼성
누하의 숲,0.0,0,서촌의 작은 일본가정식당,점심 저녁 동일가 1 - 2만원,일식,서촌
르바게트메종,0.0,0,유럽 분위기 물씬 풍기는 바게트 맛집,점심 저녁 동일가 1만원 미만,"카페,디저트",신촌
톤제,0.0,0,톤제만의 빵가루와 블렌딩한 기름으로 즉석에서 조리하는 수제 돈카츠 전문점,점심 저녁 동일가 1 - 2만원,돈가스,성신여대
바플라이 3호점 : 단밤,0.0,0,신촌에서 재미있는 바+클럽,점심 저녁 동일가 1 - 2만원,"맥주,호프",신촌
백송한우 청담점,4.9,(258),백송만의 특별한 서대살을 선보이는 짝갈비명가 청담맛집,점심 2 - 6만원 · 저녁 4 - 6만원,소고기구이,청담
파이인더샵 용산점,4.6,(5),"파이부터 케이크, 버터바까지 다양한 수제 디저트가 있는 신용산 신상카페",픽업가 3 - 5만원,"카페,디저트",삼각지
이키가이,0.0,0,100% 국내산 프리미엄 암퇘지를 이키가이만의 비법으로 숙성하여 최상의 퀄리티의 고기만을 사용하는 돈카츠 맛집,점심 저녁 동일가 1 - 2만원,돈가스,성수
보광정 이태원점,4.9,(35),안녕하세요! 국내산 최상급 한돈을 구워주는 숯불구이 전문점‘보광정 ’ 입니다.감사의 마음과 따뜻한 정성을 담아감동을 전합니다.,점심 저녁 동일가 1 - 2만원,"육류,고기요리",이태원
씨장(ssijang),0.0,0,"다양한 종류의 바게트 빵과 직접 조리한 신선하고 따듯한 음식, 그리고 그에 걸맞은 음료들이 준비되어 있는 곳",점심 저녁 동일가 1 - 3만원,브런치,성수
코미오 문래,4.7,(8),"낮에는 라멘, 저녁엔 야끼니꾸와 각종 사케, 하이볼을 즐길 수 있는 공간",점심 1 - 2만원 · 저녁 1 - 6만원,일식,문래
까사피에스타 송파점,5.0,(2),송파구에서 가장 맛있는 수비드 스테이크&파스타 맛집,점심 저녁 동일가 1 - 3만원,이탈리아음식,잠실
제일돈카츠,5.0,(1),300시간 숙성한 고기와 수제 경양식 소스를 즐길 수 있는 곳,점심 저녁 동일가 1 - 2만원,일식,구의
98도씨국밥 보라매타운점,4.5,(5),얼큰하고 진한 육수와 다양하고 든든한 메뉴,점심 저녁 동일가 1 - 3만원,한식,신대방
모두의편백샤브 마곡발산점,4.4,(4),국내최초 편백과 샤브샤브&월남쌈을 동시에 무한으로 즐길 수 있는 곳,점심 저녁 동일가 1 - 2만원,샤브샤브,마곡
진대감 방이점,0.0,0,방이동 먹자골목 한우차돌삼합 맛집,점심 저녁 동일가 1 - 5만원,소고기구이,방이
리정원 대흥점,0.0,0,10년차 사장님의 노하우가 담긴 꽃삼겹살 전문 고깃집,점심 저녁 동일가 1 - 3만원,"육류,고기요리",마포
옥소반 송리단길점,0.0,0,"합리적인 가격 스키야키의 대중화를 지향하는 스키야키, 샤브샤브 전문점",점심 1 - 2만원 · 저녁 1 - 3만원,샤브샤브,송파
무쇠김치삼겹 종각점,0.0,0,자체 김치와 국내산 1+등급 냉장육을 사용한 삼겹살 맛집,점심 영업안함 · 저녁 1 - 2만원,돼지고기구이,광화문
금각도 마곡발산점,0.0,0,특허받은 심도숙성법을 사용하여 상위 1% 프리미엄 돼지고기로 완성,점심 저녁 동일가 1 - 2만원,돼지고기구이,마곡
해방촌닭,0.0,0,한끼 식사로 건강하고 든든한 해방촌닭의 한방통닭,점심 영업안함 · 저녁 1 - 3만원,"닭,오리요리",해방촌
닥터로빈 한남점,5.0,(1),건강함을 가져다주는 닥터로빈의 리브랜딩의 첫 시작점,점심 저녁 동일가 1 - 3만원,이탈리아음식,한남
구울램,4.8,(3),수제 비법 소스만 고집하는 마포구의 대표 양꼬치 맛집,점심 영업안함 · 저녁 1 - 4만원,양고기,합정
백제정육점,0.0,0,푸짐한 육회비빔밥을 먹을 수 있는 곳,점심 저녁 동일가 1 - 3만원,"육류,고기요리",광화문
엘리카츠,0.0,0,성신여대 가성비 좋은 돈가스 맛집,점심 저녁 동일가 1 - 2만원,돈가스,성신여대
형수곱창,0.0,0,대형 철판에 볶는 정석 야채곱창 전문점,점심 영업안함 · 저녁 1 - 3만원,"곱창,막창",압구정로데오
장심도 블랙,5.0,(2),"로스터로 쾌적함의 끝, 외식의 정점을 추구하는 숯불장어집",점심 저녁 동일가 1 - 5만원,장어요리,마곡
도만다 신용산점,0.0,0,정통 나폴리 피자 맛집,점심 저녁 동일가 1 - 3만원,피자,신용산
연남족발1987,0.0,0,건강한 재료로 만든 족발과 10여가지 반찬으로 구성된 한상을 즐길 수 있는 곳,점심 저녁 동일가 2 - 3만원,"육류,고기요리",연남
치히로 신촌점,5.0,(1),건강한 식재료로 정성을 담은 신촌 일식 전문점,점심 저녁 동일가 1 - 2만원,일식,신촌
마곡광안리,0.0,0,신선하고 두툼한 제철 숙성회와 부산식 찌개가 맛있는 마곡 숙성회 맛집,점심 영업안함 · 저녁 1 - 3만원,"회,사시미",마곡
고기꾼김춘배 숲길직영점,0.0,0,질 좋은 돼지고기는 물론 소고기까지 직접 구워주는 곳,점심 저녁 동일가 1 - 4만원,"육류,고기요리",홍대
디그인,0.0,0,쌀국수의 달인이 만든 최고의 쌀국수,점심 저녁 동일가 1 - 3만원,아시아음식,압구정
기운,0.0,0,강남 숙성한돈 숯불구이 맛집,점심 저녁 동일가 1 - 3만원,"육류,고기요리",역삼
뽁식당 신촌점,0.0,0,가성비 좋은 이탈리안 캐쥬얼 레스토랑,점심 저녁 동일가 1 - 4만원,이탈리아음식,신촌
쌤쌤쌤 롯데월드몰,4.1,(28),샌프란시스코 본토 느낌이 묻어나는 음식을 즐길 수 있는 공간,점심 저녁 동일가 1 - 4만원,이탈리아음식,잠실
직화장인 신사,0.0,0,부위에 맞는 그릴링 기법으로 최상의 고기을 선사하는 맛집,점심 저녁 동일가 1 - 4만원,"육류,고기요리",신사
솔솥 경의선숲길점,0.0,0,신선한 재료와 따뜻한 솥밥을 통해 특별한 기억을 전하는 공간,점심 저녁 동일가 1 - 2만원,마포,
세븐패티버거 을지로본점,0.0,0,아메리칸 정통 프리미엄 수제 버거,점심 저녁 동일가 1 - 3만원,아메리칸음식,을지로
라무진 고덕역점,0.0,0,북해도식 양갈비 화로구이 전문점,점심 저녁 동일가 2 - 3만원,양고기,명일
해물점 용산,0.0,0,데이트&혼술하기 좋은 작고 분위기 있는 포장마차,점심 영업안함 · 저녁 1 - 4만원,"해물,생선요리",용산
모이정,0.0,0,알쓰가 애정하는 연남동 오꼬노미야끼 맛집,점심 영업안함 · 저녁 1 - 2만원,이자카야,연남
광천옥,0.0,0,신용산역 근처에 있는 순대 국밥 맛집,점심 저녁 동일가 1 - 3만원,한식,신용산
스시투고 용산점,0.0,0,합리적인 가격의 프리미엄 초밥 테이크아웃 전문점,점심 저녁 동일가 1 - 3만원,"스시,초밥",삼각지
이복희해장,4.3,(1),옛날 할머니가 해주셨던 방식을 고집한 맛집,점심 저녁 동일가 1 - 4만원,한식,선릉
운칠기삼,0.0,0,야장 분위기를 즐길 수 있는 편안한 포차,점심 영업안함 · 저녁 1 - 2만원,요리주점,이태원
육전식당,0.0,0,육즙 가득한 고기와 맛있는 음식과 친절한 서비스를 모두 즐길 수 있는 육전식당,점심 저녁 동일가 1 - 3만원,"육류,고기요리",신설동
죠죠 용산점,4.7,(121),일본 현지보다 맛있는 진짜 맛집 오코노미야끼&야끼소바 전문점,점심 저녁 동일가 1 - 3만원,일식,신용산
송계옥 방이,4.6,(312),엄청난 웨이팅으로 소문난 닭 특수부위 맛집,점심 영업안함 · 저녁 1 - 3만원,"닭,오리요리",방이
미토,4.6,(207),잘 숙성된 제철 사시미와 다양한 수제 요리가 있는 이자카야,점심 영업안함 · 저녁 1 - 3만원,이자카야,신용산
샤브인서울 성수점,4.9,(148),"특별한공간에서 신선한야채, 다양한육수, 1++한우를 샤브샤브와 스키야키로 즐길수 있는 프리미엄 샤브 다이닝",점심 저녁 동일가 2 - 4만원,샤브샤브,성수
남도돼지촌,4.6,(45),전라남도식 돼지고기구이를 맛볼 수 있는 삼각지 맛집,점심 영업안함 · 저녁 1 - 3만원,"육류,고기요리",삼각지
야키톤 톤토로,4.7,(127),불과 연기 그리고 변하지않는 가치를 추구하는 숯불 돼지고기 꼬치 전문점,점심 영업안함 · 저녁 1 - 2만원,야키토리,문래
데이릿,4.7,(163),아시안 누들 & 스낵 바,점심 1 - 2만원 · 저녁 1 - 4만원,아시아음식,성수
아메리칸 브런치 카페,4.6,(121),"맛, 분위기 모두 미국 현지 스타일을 그대로 가져온 브런치 카페",점심 저녁 동일가 1 - 2만원,브런치,안국
커먼맨션,4.4,(816),"친근하고 편안한 음식, 사랑하는 사람 모두와 머물고 싶은 공간",점심 저녁 동일가 1 - 3만원,유러피안음식,광화문
시홍쓰,4.6,(210),부담없이 즐기는 일본풍 중식당,점심 저녁 동일가 1 - 2만원,중식,건대
야키토리 혼바,4.8,(269),백종원 선생님이 인정한 토종닭 야키토리 맛집 🐓 최고의 야키토리 마스타가 정통 맛과 분위기를 담아 매일 진정성으로 준비하고 구워냅니다! [8시 이후 예약 없이 워크인 & 단품 주문 가능],점심 영업안함 · 저녁 1 - 5만원,야키토리,후암
타크,4.4,(246),재료 본연의 식감을 살려내며 맛의 조화로움을 선보이는 뉴욕식 타코집,점심 저녁 동일가 1 - 2만원,아메리칸음식,한남
숙이네조개전골 서울대입구점,4.7,(75),푸짐한 조개와 국물이 끝내주는 조개전골 맛집,점심 저녁 동일가 1 - 3만원,"굴, 조개",서울대입구
바 참 Bar Cham,4.9,(165),2023 Asia's 50 Best Bars 13th Bar Cham 2023 World's 50 Best Bars 75th Bar Cham  ※공간이 협소하여 팀당 최대 4인까지만 이용하실 수 있는 점 양해 부탁 드립니다.,점심 영업안함 · 저녁 가격변동,"칵테일,위스키",서촌
호족반,4.5,(314),‘훌륭한 민족의 밥상’ 이라는 뜻을 더해 어디에 내놓아도 선전할 수 있는 한식,점심 저녁 동일가 1 - 5만원,한식,도산공원
쿠히치 용산,4.4,(173),안주 맛집 분위기 맛집 이자카야,점심 영업안함 · 저녁 1 - 3만원,이자카야,삼각지
직화장인,4.8,(278),인생 목살을 만나볼 수 있는 왕겨훈연 숯불구이 전문점,점심 저녁 동일가 1 - 3만원,돼지고기구이,신당
곱 마포점,0.0,0,수요미식회에도 나온 이영자 곱창 맛집,점심 저녁 동일가 1 - 3만원,"곱창,막창",마포
핫피엔도,4.8,(11),탁트인 통창뷰가 있는 용리단길 분위기 No.1 캐주얼 이자카야,점심 영업안함 · 저녁 1 - 4만원,이자카야,삼각지
사사노하,4.7,(44),다양한 요리를 즐기는 이자카야,점심 영업안함 · 저녁 1 - 2만원,이자카야,석촌
다독이네 숯불구이 1호점,4.8,(279),줄서서 먹는 뼈삼겹 숯불구이 맛집,점심 영업안함 · 저녁 1 - 2만원,돼지고기구이,노량진
다독이네 숯불구이 2호점,4.8,(212),줄서서 먹는 뼈삼겹 숯불구이 맛집,점심 영업안함 · 저녁 1 - 2만원,돼지고기구이,노량진
벽돌해피푸드 한남점,4.6,(95),맛있는 음식과 즐거운 분위기로 행복을 전하는 아메리칸 차이니즈 레스토랑,점심 저녁 동일가 1 - 3만원,중식,한남
다찌하나 by 소와나,4.7,(65),"++한우 그릴 다이닝바 & 샴페인, 위스키, 칵테일, 야외예약불가",점심 영업안함 · 저녁 1 - 3만원,다이닝바,종로
서순라길 다올 종로3가점,4.6,(15),"종로3가 서순라길에 위치한 숙성회,  전통주 전문 주점입니다",점심 영업안함 · 저녁 1 - 3만원,요리주점,종로
맥파이 을지로점,4.4,(3),"다양한 수제맥주 라인업과 피자는 물론, 음악적 다양성도 즐길 수 있는 맥파이 을지로 펍",점심 영업안함 · 저녁 1 - 3만원,"맥주,호프",을지로
캥거루,4.5,(27),서촌에서 편하게 와인과 맥주를 즐길 수 있는 뷰가 좋은 공간,점심 영업안함 · 저녁 1 - 2만원,와인,서촌
평화남영 문래점,4.4,(10),문래 창작촌 분위기 좋은 한식주점,점심 영업안함 · 저녁 1 - 2만원,다이닝바,문래
와아,4.7,(21),수제 아이스크림과 와인을 곁들여 드실 수 있는 아이스크림 와인바,점심 저녁 동일가 1 - 2만원,와인,성수
호야초밥참치 본점,3.7,(130),건대 초밥 맛집의 원조,점심 저녁 동일가 1 - 7만원,"스시,초밥",건대
제철소,4.7,(404),제철 안주와 우리나라 술을 바탕으로 한 다양한 주류를 즐기는 코리안 바,점심 영업안함 · 저녁 2 - 4만원,다이닝바,청담
투떰즈업,4.3,(86),맘모스 쌀베이글샌드 꾸덕바를 만들어 파는 빵집,점심 저녁 동일가 1만원 미만,"카페,디저트",망원
인생돼지 송파본점,4.9,(9),회식장소로 추천하는 육즙 가득 두툼한 삼겹살 맛집,점심 영업안함 · 저녁 1 - 2만원,돼지고기구이,문정
포사로(fosaro),4.8,(167),뉴에이지(뉴욕/바르셀로나) 분위기를 접목시킨 숯 그릴 전문 이자카야,점심 영업안함 · 저녁 2 - 5만원,이자카야,신사
원픽(1pig),4.6,(175),스시상현 임상현 셰프의 트렌디한 돼지고기 숯불구이,점심 영업안함 · 저녁 2 - 3만원,돼지고기구이,강남구청
반피차이,4.6,(174),태국 현지 식재료를 이용해 만드는 타이 레스토랑,점심 저녁 동일가 1 - 3만원,태국음식,논현
황곱,4.3,(107),웨이팅으로 소문난 곱이 꽉찬 곱창구이 맛집,점심 영업안함 · 저녁 2 - 3만원,"곱창,막창",홍대
도주:돗가비수블,4.8,(41),이상하고 아름다운 도깨비터에 자리잡은 신비로운 컨셉의 한식주점,점심 영업안함 · 저녁 2 - 3만원,요리주점,신촌
계옥정,4.4,(69),문래동을 대표하는 닭 특수부위 전문점,점심 저녁 동일가 1 - 2만원,"닭,오리요리",영등포
방이돈가,4.7,(83),초벌되어져 나오는 삼겹살과 특별 에이징을 거쳐낸 부드러운 목살,점심 영업안함 · 저녁 1 - 2만원,돼지고기구이,방이
무쇠김치삼겹 한남점,4.5,(35),자체 김치공장에서 만든 김치와 국내산 1+등급 냉장육을 사용한 삼겹살 맛집,점심 영업안함 · 저녁 1 - 2만원,돼지고기구이,용산
월화갈비,4.4,(42),구워서 나오는 담양식 직화구이 전문점,점심 영업안함 · 저녁 1 - 2만원,돼지고기구이,문래
스몰,4.3,(17),다양하고 이색적인 분위기와 신선한 해산물과 안주가 있는 문래 스몰입니다,점심 영업안함 · 저녁 1 - 3만원,요리주점,문래
주신당,4.0,(162),전통주와 한국식재료를 활용한 12지신 시그니처 칵테일을 즐기는 다이닝 바 / 주신당 Instagram : @zoosindang,점심 영업안함 · 저녁 1 - 2만원,"칵테일,위스키",신당
서울하이볼,4.6,(73),한국식 하이볼바의 시작 서울하이볼,점심 영업안함 · 저녁 1 - 3만원,"칵테일,위스키",종각
크리스탈제이드 상하이 팰리스 잠실 에비뉴엘점,3.9,(134),소롱포와 다양한 상해식 메뉴가 있는 현지식 중식당,점심 저녁 동일가 1 - 7만원,중식,잠실
ALKI 알키,4.9,(206),동네 작은 숙성회집,점심 영업안함 · 저녁 1 - 4만원,이자카야,신당
이태원 주식,4.9,(21),"누구와 함께하든 성공적인 곳, 나이스한 술자리연인,가족,회식,친구 모두환영",점심 영업안함 · 저녁 1 - 6만원,한식,이태원
대취,4.6,(19),캐주얼한 분위기와 한식 안주가 가미된 코리안 소주 바,점심 영업안함 · 저녁 1 - 3만원,한식,성수
무쇠김치삼겹 홍대점,4.6,(33),자체 김치공장에서 만든 김치와 국내산 1+등급 냉장육을 사용한 삼겹살 맛집,점심 영업안함 · 저녁 1 - 2만원,돼지고기구이,홍대
언오디너리,4.8,(325),언오디너리(Unordinary)는 창의적인 요리와 다양한 와인과의 페어링을 통해 비정형적 미각의 아름다움을 추구하는 와인다이닝입니다.,점심 영업안함 · 저녁 2 - 5만원,다이닝바,을지로
숨스(SUM’s),4.8,(517),작은 골목에 편안하고 즐거운 공간에서 만들어낸  맛있는 요리와 다양한 술이 있는 요리주점.,점심 영업안함 · 저녁 1 - 4만원,다이닝바,신사
짚화,0.0,0,문래동에서 가장 힙한 볏짚초벌 소곱창 전문점,점심 저녁 동일가 1 - 3만원,"곱창,막창",문래
신사약방,4.7,(110),肉=藥   좋은 재료의 고기와 차별화 된 숙성을 통한 보약이 되는 고기,점심 저녁 동일가 2 - 5만원,"육류,고기요리",신사
세계닭집,4.7,(20),노포 분위기에서 누구나 쉽게 즐길 수 있는 힙한 무드의 닭강정 맛집,점심 저녁 동일가 1 - 2만원,"닭,오리요리",문래
럭키호프,5.0,(7),90년대 레트로 감성을 현대적으로 재해석한 컨템포러리 한국 주점입니다.,점심 영업안함 · 저녁 1 - 2만원,"맥주,호프",용산
울랄라횟집,5.0,(3),스끼다시가 잘 나오는 잠실새내 가성비 횟집,점심 영업안함 · 저녁 1 - 3만원,"회,사시미",잠실새내
목탄,4.8,(4),오사카 도톤부리 작은 골목에 있을법한 야끼바,점심 영업안함 · 저녁 1 - 3만원,야키토리,성수
이자카야 춘 영등포점,4.4,(12),이자카야 춘 영등포점에서 좋은 사람들과 행복한 시간 만드세요.,점심 영업안함 · 저녁 1 - 3만원,이자카야,영등포
윤공,4.5,(51),한식의 깊이와 양식의 다채로움을 재해석한 식당,점심 영업안함 · 저녁 1 - 3만원,요리주점,사당
모츠모츠,5.0,(10),독자적인 정성 가득 레시피의 모츠나베와 일식 요리가 있는 공간,점심 영업안함 · 저녁 1 - 3만원,일식,연남
크리스탈제이드 용산 아이파크몰점,4.3,(43),소롱포와 다양한 상해식 메뉴가 있는 현지식 중식당,점심 저녁 동일가 1 - 5만원,중식,용산
곱창파는고깃집 공덕본점,4.8,(18),"한우 소곱창, 최고급 돼지고기, 한우등심을 한번에 즐길수 있는 공간",점심 영업안함 · 저녁 1 - 3만원,"육류,고기요리",마포
국수찾아닭만리 종로점,0.0,0,,점심 저녁 동일가 1 - 3만원,"닭,오리요리",종로
야키토리 코치,4.7,(92),야키토리는 사랑입니다. 사랑하는 연인과 가족 그리고 친구와 즐기세요... -통닭맨-,점심 영업안함 · 저녁 1 - 3만원,야키토리,영등포
신사고집,4.7,(361),세련된 분위기의 숙성 돼지고기 전문점,점심 저녁 동일가 1 - 3만원,돼지고기구이,신사
신사고집 신논현점,4.6,(232),숙성 한돈 숯불 직화 전문점,점심 저녁 동일가 1 - 3만원,돼지고기구이,강남
도톤보리서울,4.4,(166),일본 요리학교 출신 쉐프님의 수준높고 다채로운 일식을 제공해드리는 공간,점심 영업안함 · 저녁 1 - 3만원,이자카야,신사
파평윤씨,4.7,(42),파평 윤씨가 운영하는 한옥주점 한국식 퓨전요리와 함께 즐거운 음악 즐거운 공간,점심 저녁 동일가 1 - 4만원,한식,마포
신당동 주식,4.7,(42),"누구와 함께하든 성공적인 곳, 나이스한 술자리연인,가족,회식,친구 모두환영",점심 영업안함 · 저녁 3 - 6만원,한식,약수
동래정 신논현직영점,4.6,(70),돼지고기 백탄직화 & 제주식 멜조림 전문점,점심 영업안함 · 저녁 1 - 2만원,돼지고기구이,논현
장군집 양평동본점,5.0,(3),100% 국내산만 취급하는 고깃집,점심 저녁 동일가 1 - 2만원,돼지고기구이,영등포
멍군집,4.8,(68),"두툼한 목살&삼겹살, 가성비 넘치는 고깃집",점심 영업안함 · 저녁 2 - 3만원,돼지고기구이,회기
만원수산 강남본점,4.6,(18),강남역 근처 가성비 좋은 횟집,점심 영업안함 · 저녁 2 - 3만원,"회,사시미",강남
신길리,4.9,(25),17년 지기 두 친구의 정성이 담긴 문래동에 위치한 한식 요리주점,점심 영업안함 · 저녁 1 - 4만원,요리주점,문래
원조나주곰탕,4.6,(138),서울 3대 곰탕집이라는 방화동 곰탕 맛집,점심 저녁 동일가 1 - 3만원,한식,방화
스시&스낵바 논데 (성수점),4.8,(220),"스시 논데 우현일 셰프의 3번째 업장.- 단품 이용시 1인 1주류필수 (무알콜 하이볼 가능) 스시 오마카세 이용시 1인 39,000 원,(하단 정보확인)- 오마카세 할인행사 종료 7월부터 45,000원 코스입니다- 오마카세 이용시에도 콜키지 가능합니다",점심 영업안함 · 저녁 3.9만원 - 4.5만원,기타 오마카세,서울숲
야키토리 고꼬연남,4.8,(9),"맛, 가격, 분위기 3박자를 갖춘 가장 편안한 야키토리집",점심 영업안함 · 저녁 1 - 2만원,야키토리,연남
우월소곱창 신도림본점,4.2,(24),회식하기 좋은 서울 3대 마늘곱창 맛집,점심 영업안함 · 저녁 2 - 5만원,"곱창,막창",신도림
야키니쿠마리,4.1,(26),일본 감성 그대로의 가성비 좋은 야키니쿠 맛집,점심 영업안함 · 저녁 1 - 3만원,소고기구이,사당
고기연,4.8,(32),"육즙 가득 숙성고기에 고품장,쫄순이의 조화 줄서서 먹는 서촌 맛집",점심 영업안함 · 저녁 1 - 2만원,돼지고기구이,서촌
화기애애 본점,4.7,(25),고급스럽지만 저렴한 화로구이 전문점,점심 저녁 동일가 1 - 3만원,"육류,고기요리",건대
이자카야나무 강남역CGV점,4.7,(17),정갈한 음식과 정겨운 술 한잔이 있는 이자카야,점심 영업안함 · 저녁 1 - 3만원,이자카야,강남
하나마토 본점,4.3,(37),일본에 온 듯한 분위기와 음식이 있는 이자카야,점심 영업안함 · 저녁 1 - 2만원,이자카야,신도림
뭉텅 오목교점,0.0,0,"'특수제작 코팅 불판만'을 고집, 경북 안동 농가에서 생산되는 속지방 3CM 이상되는 고기만을 선별하는 맛집",점심 영업안함 · 저녁 1 - 2만원,돼지고기구이,목동
진심왕돈까스 역삼점,3.8,(23),통등심을 사용하여 입안 가득 부드러운 식감을 자랑하는 돈까스 맛집,점심 저녁 동일가 1 - 2만원,일식,강남
멜로우가든 강남점,4.4,(46),다양한 스페셜 메뉴와 멜로우한 분위기로 모임 & 데이트 하기 좋은 다이닝 & 펍,점심 영업안함 · 저녁 1 - 3만원,다이닝바,강남
벽돌해피푸드 합정점,4.3,(8),맛있는 음식과 즐거운 분위기로 행복을 전하는 아메리칸 차이니즈 레스토랑,점심 저녁 동일가 1 - 3만원,중식,합정
우곱집 잠실본점,4.9,(149),"맛과 분위기 모든 게 완벽한 잠실 소곱창,우대갈비맛집",점심 영업안함 · 저녁 1 - 4만원,"육류,고기요리",잠실
서울집시 한남점,4.5,(9),삶을 유랑하며 실험적인 맥주를 만드는 Independent Brewery,점심 영업안함 · 저녁 1 - 5만원,"맥주,호프",한남
우즈웨일,4.8,(126),Wine & Dish. 아늑한 유럽풍의 앤틱힙 종로 감성 와인바,점심 영업안함 · 저녁 1 - 4만원,와인,종로
승남집,4.6,(9),특제소스와 함께 먹으면 일품인 야들야들한 우삼겹 전문점,점심 영업안함 · 저녁 1 - 2만원,소고기구이,영등포
그리고문래,4.8,(41),분위기가 좋은 퓨전한식요리주점,점심 영업안함 · 저녁 1 - 2만원,요리주점,문래
라이언하트,4.8,(111),기분 좋게 한잔 할 수 있는 공간. 아메리칸 다이닝도 함께 즐기실 수 있어요,점심 영업안함 · 저녁 4 - 6만원,"칵테일,위스키",송파
야끼니꾸소량 강서구청점,4.9,(20),소고기를 화로에 구워서 드시는 야끼니꾸 고기집,점심 영업안함 · 저녁 1 - 4만원,이자카야,강서
금주,0.0,0,소소한 이야기 꽃을 피울 수 있는 최적의 술집,점심 영업안함 · 저녁 1 - 3만원,이자카야,강남
하이키(HIKY),4.5,(79),일식베이스 수제요리의 건강한 맛과 트렌디하고 힙한 감성의 캐주얼 다이닝※월~목 캐치테이블로 예약시 사이드 메뉴 1종 서비스※※6/28(금)~7/4(목) 여름 휴무※,점심 영업안함 · 저녁 1 - 3만원,다이닝바,신당
천청돈감,4.7,(9),돼지고기와 한식을 기반으로 정갈한 음식을 만드는 가게,점심 저녁 동일가 1 - 3만원,한식,여의도
사당우물,4.8,(8),감성적이고 편안한 분위기의 모던 전통주 주점,점심 영업안함 · 저녁 1 - 3만원,전통주,사당
당산곶,4.7,(31),다양한 해산물 요리와 우리술을 즐길 수 있는 술집,점심 영업안함 · 저녁 2 - 5만원,"해물,생선요리",영등포
용용선생 선릉점,0.0,0,화산마라전골이 유명한 홍콩 레트로 차이니즈 주점,점심 영업안함 · 저녁 1 - 3만원,중식,선릉
핸드앤몰트 브루랩 용산,4.5,(25),다양한 크래프트 맥주와 한식의 페어링을 느낄 수 있는 펍,점심 영업안함 · 저녁 2 - 3만원,"맥주,호프",신용산
남영동 양문 을지로점,4.2,(81),시그니처 사이드메뉴와 가성비 좋은 생소갈비를 즐기는 곳,점심 저녁 동일가 2 - 6만원,소고기구이,을지로
횃불,4.9,(46),,점심 영업안함 · 저녁 2 - 3만원,소고기구이,구의
문래 로지오뎅,5.0,(3),골목길이 매력있는 문래 창작촌에 위치한 야키토리 & 오뎅바,점심 영업안함 · 저녁 1 - 2만원,야키토리,문래
김숙성 대흥본점,4.8,(54),숲길전망+반려견동반 가능한 교차 숙성 22일 최고급 한돈 숙성전문집,점심 저녁 동일가 2 - 3만원,돼지고기구이,마포
깃뽀,0.0,0,숯불꼬치와 화산전골이 메인메뉴인 테라스 이자카야,점심 영업안함 · 저녁 1 - 3만원,이자카야,잠실새내
화설 연남본점,0.0,0,홍대와 연남에서 가장 트렌디한 소고기집,주말 점심 1 - 3만원  · 저녁 1 - 3만원,소고기구이,연남
이씨네,4.7,(32),설명 일본 현지 감성의 선술집,점심 영업안함 · 저녁 1 - 2만원,이자카야,문래
히츠지야 익선점,4.0,(23),"나카스 포장마차 거리 컨셉의 양갈비, 양고기 무한리필 징기스칸 전문점",점심 영업안함 · 저녁 1 - 5만원,양고기,익선
호요 구디점,4.7,(14),낮술하기 좋은 오꼬노미야끼 맛집 이자카야,점심 영업안함 · 저녁 1 - 3만원,이자카야,구로디지털단지
